Dosya Adı,Etiket,SRO,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19
NON AI COVER_24_235.wav,NON AI COVER,0.06520634920634921,1653.1635547514868,2190.477073443415,3415.704345703125,-144.92404,124.64712,7.3276987,17.213272,3.4362562,5.484814,0.79693097,-3.0858717,-4.8538737,4.291323,-7.507653,1.4413664,-5.1828036,-1.9455577,-9.165596,1.4111693,-8.364729,3.0881155,-8.199452,-2.9088593
NON AI COVER_10_161.wav,NON AI COVER,0.09765079365079365,2095.24374990454,2356.729072297853,4051.0335286458335,-192.1989,118.526215,-22.265476,4.9154234,17.760592,-27.496424,4.811272,-7.562552,-16.491919,8.3804455,-11.648643,4.198837,-2.9941828,-1.0231527,-8.117235,3.4674208,-15.213112,1.5730954,-10.815113,-2.6402085
NON AI COVER_17_20.wav,NON AI COVER,0.17914739229024942,3379.339996662144,3093.946951070168,7209.4858805338545,-48.690643,61.309055,14.238073,15.388299,20.456642,-1.4627937,6.1481395,3.8893998,-17.852669,2.8941243,1.4553032,-9.0959425,-4.6931744,-3.3833804,-7.5794306,6.610291,-8.8709,-7.6833553,0.8981926,1.9573907
NON AI COVER_10_44.wav,NON AI COVER,0.07411337868480726,1975.2019714852315,2447.4270382703085,4676.6428629557295,-84.52931,103.31491,23.532907,11.897192,-6.798499,5.9697833,-15.730946,9.399953,0.84003186,20.690254,12.840132,7.026542,-14.974513,-14.055892,-13.289875,1.7581221,-7.5785055,-4.4048514,-1.1036983,7.312569
NON AI COVER_23_280.wav,NON AI COVER,0.1639546485260771,2722.015929542806,2274.4193689433805,5078.147379557292,-14.554194,69.09825,-19.638084,65.11436,-0.6701549,1.8189653,-7.699173,-1.631739,-9.915525,-0.9984402,-1.0987822,-10.929988,-7.6945257,-0.2697833,-8.215957,0.10408373,-10.385851,0.87850624,-5.8238773,-9.644364
NON AI COVER_23_234.wav,NON AI COVER,0.16801814058956915,3100.635801262746,2634.855641281077,6018.1813557942705,57.432774,52.75982,-7.901429,46.52061,2.7148569,11.0322485,0.3617092,6.53421,3.3784373,5.0134435,0.15300867,5.258779,-2.2986975,-5.3457212,-9.175541,-0.75383234,-3.957343,-0.2186579,-0.7540683,0.2431785
NON AI COVER_10_214.wav,NON AI COVER,0.15096598639455783,2489.11620775704,2140.0533411357123,4756.943766276042,-67.3708,88.125595,-40.33931,24.917187,-25.802612,6.9142723,-10.964912,4.6918797,-16.269472,3.1088674,-8.125758,3.1078002,-12.135049,-0.29049647,-7.259444,1.3705726,-7.178772,3.4006054,-6.393505,1.1649171
NON AI COVER_23_205.wav,NON AI COVER,0.06941496598639456,2148.383296790891,2342.5633264839516,4708.793131510417,-174.11476,65.68916,-1.1289588,78.7955,4.109786,13.574924,8.205997,14.787934,1.7210761,4.885688,3.2866726,-4.4201236,-6.5692816,-7.9818916,-10.389565,-9.067589,-11.790605,-4.78291,-8.652403,-10.884162
NON AI COVER_15_19.wav,NON AI COVER,0.09601814058956916,2347.5104876096625,2563.8860157877043,5221.5525309244795,-106.79878,83.318794,17.753878,42.298485,2.3888822,6.444779,0.105715856,15.274331,-6.6721654,-5.5298977,-1.4455878,-6.9775596,-0.81526864,1.6032568,-3.271873,3.6213682,-1.7333652,-0.23030546,-1.7811311,-3.0462556
NON AI COVER_19_130.wav,NON AI COVER,0.07096598639455783,1623.0983768876895,1947.2545422742496,3206.353759765625,-99.60555,116.80416,-5.0953145,36.25742,9.245172,7.903961,4.5584664,13.207573,-19.85089,0.415119,11.176642,-1.8567636,4.9073668,4.5002937,-6.9793005,3.3355837,-3.3698745,6.483499,-1.279655,-7.768487
NON AI COVER_24_300.wav,NON AI COVER,0.13811337868480725,2059.0331697461056,1847.8650057338964,3335.1542154947915,-161.95407,103.63709,-65.01787,-5.422735,-12.75352,-4.179574,0.689615,17.273361,4.091629,14.09093,7.4526334,-3.2945156,-2.0882456,2.8207114,-6.800109,-0.29756457,-5.3997993,-1.5804243,-6.7611794,2.084861
NON AI COVER_23_255.wav,NON AI COVER,0.12906122448979593,2914.6391637199904,2701.324793829908,6099.080403645833,57.380833,63.2875,-3.6698465,38.34077,6.1517425,16.58332,1.5086542,13.830376,0.80668104,6.615086,-4.209808,4.983785,-2.096787,0.96601063,-4.454838,2.7751796,-4.1558266,1.9678181,-2.0566099,1.8421967
NON AI COVER_10_241.wav,NON AI COVER,0.11434920634920635,2198.386918017689,2098.3807074842966,4526.359049479167,-110.93858,97.5619,-25.518324,35.73892,-16.556486,9.655634,-20.384912,14.485302,-4.64323,0.16242331,-9.760255,-5.984349,-6.9110074,-1.1644508,0.4802523,-0.8234458,1.4982879,3.670447,-1.7035615,-5.999888
NON AI COVER_23_31.wav,NON AI COVER,0.0793469387755102,1858.2318826919873,2104.8084310560757,3977.5115966796875,-154.00916,112.15177,8.044976,46.4863,8.593873,18.477983,14.691304,12.39721,-8.9386835,-4.8173947,1.0570585,5.521654,-2.9139469,4.3343472,4.924893,2.0974243,-9.900185,-3.2092276,-8.39317,-2.3548806
NON AI COVER_15_35.wav,NON AI COVER,0.11710657596371882,2510.0655603088376,2629.3944897756974,5254.0517171223955,-138.55913,92.32886,7.1862397,20.724031,5.661713,-15.096779,9.07707,13.749964,-27.767744,8.132839,-11.537991,-1.0649587,1.3884332,0.1589405,-5.064463,-1.9251418,-7.309705,-5.716442,-0.43443707,-3.7457912
NON AI COVER_9_68.wav,NON AI COVER,0.14370975056689342,2545.4129801276763,2270.1594068652885,5020.924886067708,-66.08205,86.20021,-27.268885,29.211077,-25.311668,5.1318393,-7.8971367,7.3953023,-18.85065,2.8447704,-9.9636345,2.6143768,-8.445829,0.43781394,-9.75944,0.45619464,-8.051781,2.4587018,-7.0460014,0.83248925
NON AI COVER_9_62.wav,NON AI COVER,0.17278004535147393,3166.0510371054,2858.5134821018924,6685.760498046875,-145.74818,56.88538,-0.16530524,27.732534,22.587063,10.663788,-6.5025215,15.237958,-0.17522304,0.27341574,-1.041912,1.4400653,-3.223036,-0.9528024,-6.15147,0.19776644,-1.8724868,6.2511077,-1.722142,-0.24574651
NON AI COVER_10_181.wav,NON AI COVER,0.07514739229024943,1253.3730367199635,1189.6662186416129,2569.279988606771,-931.1879,36.355625,1.944166,4.717187,-1.7880441,1.9207689,3.7758393,4.4636707,-5.199946,2.3066409,1.9131995,1.2056313,0.219355,4.319166,0.33171245,1.9465699,-1.6218874,1.8675809,-0.5088885,1.4703237
NON AI COVER_8_124.wav,NON AI COVER,0.14815419501133786,2847.6936430379014,2375.092264774507,5245.229085286458,-83.2838,39.02885,-37.63299,15.124428,-16.328867,-4.737781,0.9643936,5.970713,9.638184,1.1054753,-4.6973033,3.8067286,0.2789623,-3.3896692,-7.2133055,-4.419799,-4.631245,2.1071815,7.31748,12.855192
NON AI COVER_24_158.wav,NON AI COVER,0.03634467120181406,541.9864121857602,612.2068182118871,797.5260416666666,-419.21295,202.1079,37.87404,2.6568985,14.356072,-6.5051737,-16.248945,-6.317289,-5.0907445,-8.666046,-9.321626,-10.00053,-11.071202,-13.472539,-14.67596,-8.237516,3.3736832,8.607783,1.4313498,-10.5135145
NON AI COVER_24_89.wav,NON AI COVER,0.06899773242630386,1998.6835563448715,2414.6507581978653,4446.506754557292,-261.6113,100.167984,8.03037,24.027603,4.6964664,-2.3047712,-12.972299,-1.6765074,-16.093641,-3.9006588,-10.822564,-2.7656963,-1.0960106,-2.5103817,-7.2338796,-9.552604,-16.913599,-9.1637945,-8.013182,-1.6944784
NON AI COVER_24_312.wav,NON AI COVER,0.1575238095238095,2787.840291927089,2513.919567424908,5571.1680094401045,-7.778786,72.3647,-20.14728,22.262852,-5.7648335,9.677723,1.59796,4.5530314,3.7160792,9.123125,-0.49260303,5.1571174,-3.2859938,6.864294,2.105078,4.8576713,0.5572714,1.6310449,-1.5386701,-0.16177043
NON AI COVER_23_73.wav,NON AI COVER,0.1059954648526077,1486.423357045956,1383.2924801799886,2782.817586263021,-316.10883,139.41232,-32.043453,80.77483,5.9338746,-9.344091,9.79464,23.674328,12.336681,3.054753,-6.7916384,7.9168377,5.8681417,-9.765983,-5.09592,-2.0191855,0.82784075,-3.8374386,1.4119041,-1.072328
NON AI COVER_23_172.wav,NON AI COVER,0.15458503401360543,3045.5537402926893,2553.1340552085658,5786.8988037109375,-77.82295,44.715683,-12.652114,58.835674,12.845122,14.760479,4.7417173,10.500213,-2.9582129,0.36192816,1.2833273,5.3567853,-4.435438,-1.8849351,-1.4552994,0.28928676,-4.4051967,-0.71905464,-3.7553644,-3.8387523
NON AI COVER_24_169.wav,NON AI COVER,0.12816326530612246,2744.2490391513893,2612.7613938258464,5770.4498291015625,-34.997044,64.144356,-3.7609313,30.828596,4.5103655,13.332323,-7.4242043,16.23884,10.795017,6.100449,-1.3915448,3.8477087,2.135527,5.0473886,-2.7867734,-2.4958248,-19.142836,-6.959365,0.91609997,12.063488
NON AI COVER_9_75.wav,NON AI COVER,0.05890249433106576,1455.515828338041,1945.1638728562773,2625.4557291666665,-108.02158,138.4289,2.1150382,7.333777,14.788393,-5.0038576,-11.1642685,-1.317739,-11.956256,-1.8500617,-6.090601,-4.6305585,-10.051573,-5.0764394,-9.475533,-1.6089479,-7.584594,5.217855,3.7186613,7.351679
NON AI COVER_8_247.wav,NON AI COVER,0.11499319727891157,2241.591402917922,2318.4566711255256,4509.9599202473955,-36.68055,107.41324,-9.35973,19.540401,-0.79436,-5.8976707,6.8888164,-7.2493153,13.02622,9.188249,-23.638758,13.554414,-6.5234003,5.053357,-3.3773685,5.146294,3.627499,7.3480496,0.68841326,7.6837363
NON AI COVER_24_130.wav,NON AI COVER,0.03857596371882086,564.5569127632119,607.8870211894558,806.7474365234375,-318.06778,211.83282,18.625767,7.556289,-8.518654,-28.530445,-21.088692,-21.211576,-15.96389,-10.527543,-16.047054,-21.01232,-24.0135,-15.257958,0.20479839,1.6277963,-2.7358398,0.042266846,1.2870117,-7.857728
NON AI COVER_8_166.wav,NON AI COVER,0.10864399092970521,2151.146428248842,2143.321228490445,4334.354654947917,-113.241104,100.65381,-15.475328,26.944038,0.81224173,-7.1991463,7.8396845,-8.847345,6.187858,15.600169,-16.477655,2.364884,-21.025684,-13.6833,-14.030377,0.3222337,0.90314597,4.1036534,-2.8460324,0.498189
NON AI COVER_8_197.wav,NON AI COVER,0.11765079365079364,2966.6727308165623,2824.057330891586,6338.2883707682295,0.32826006,64.36541,12.447728,21.736631,-5.0916452,2.8392055,-1.8943156,-2.8779047,-0.47155297,21.16913,-4.7737575,17.417955,4.1623983,1.5831691,-1.8692017,3.8240728,-0.64284295,1.486634,-5.302809,10.693164
NON AI COVER_8_232.wav,NON AI COVER,0.07484807256235827,1751.6119489388784,1991.7370353979854,3364.612833658854,-169.3672,130.29955,-17.505394,-0.8512283,-9.820337,-14.998717,-11.911183,-24.45004,-0.5523002,1.6364537,-3.807455,10.203802,-0.23893766,8.325916,-15.953471,-3.365979,-4.2267947,0.19293764,-7.095766,-4.0995727
NON AI COVER_19_115.wav,NON AI COVER,0.11951020408163265,2498.237522820139,2489.4208929752144,5269.7031656901045,-13.521821,82.67584,-10.411243,22.081713,-4.3925934,6.5687428,-3.1431444,6.5954647,-6.553604,7.3082395,0.35035577,-1.0887918,-2.4628012,1.6475021,-4.330734,-1.0239552,-7.454978,-0.1371521,-7.2939997,-3.528407
NON AI COVER_7_7.wav,NON AI COVER,0.09598185941043084,1712.4570549096884,1611.388552883075,3210.889689127604,-210.47147,130.5311,-60.317875,26.061943,-25.726528,10.4219675,-16.545504,5.9015546,-7.770188,-0.74440217,-9.581997,-7.9096313,-3.2868483,-4.3167157,0.092507645,-2.8408759,-3.1618865,-5.1598535,0.309957,-1.4889498
NON AI COVER_8_51.wav,NON AI COVER,0.10575056689342403,2597.5690613272504,2671.1994195749394,5505.621337890625,11.182533,79.49364,-2.8690538,25.771814,3.774544,10.4074955,10.335962,13.122963,10.268703,13.571973,-4.714179,6.420193,1.1250246,8.194208,0.34680244,4.4521365,3.2215328,4.316108,3.0257285,6.5528507
NON AI COVER_24_232.wav,NON AI COVER,0.08175056689342404,2066.9800672166916,2455.593509806038,4571.7681884765625,-131.06502,98.431786,3.4599917,29.597366,11.504096,10.173659,5.555657,6.876888,0.6230657,-1.681473,-10.2419615,0.6192285,2.7935762,3.12979,-0.8115173,3.9843678,-7.0369997,3.3647165,-1.868859,-3.6717422
NON AI COVER_23_28.wav,NON AI COVER,0.11990022675736961,2873.92601034433,2935.4347586693916,6480.89599609375,-82.38698,69.98424,8.304116,22.29952,15.516964,13.57593,8.3573265,8.778535,2.8797002,7.334786,0.060149122,5.400455,-0.5093848,3.583478,2.2194333,3.6442893,-6.3829865,0.06494275,-3.9276865,0.13398361
NON AI COVER_10_239.wav,NON AI COVER,0.0836734693877551,1977.7499789134529,2105.377428980622,4304.646809895833,-312.2676,64.69868,-6.1998568,24.595875,-2.6763244,8.066404,-7.210619,16.04059,5.4120746,8.404549,1.5959817,-2.1607044,-5.0970454,-1.4970078,0.94139934,2.6539114,3.6183474,5.6393094,1.6794556,-3.5923474
NON AI COVER_24_160.wav,NON AI COVER,0.03942857142857143,568.7657245025653,576.5582946769747,890.0390625,-341.28952,228.85814,17.44153,-16.652876,17.43292,-0.8516169,-19.484547,-11.39129,-8.881378,-11.302451,-9.838659,-10.818203,-13.797128,-13.919041,-11.199305,-7.092153,-3.3665981,-3.5605772,-10.202166,-13.396844
NON AI COVER_23_253.wav,NON AI COVER,0.12872562358276643,2783.6079617384885,2540.325531152066,5659.743245442708,36.179897,66.26966,-12.713134,43.351418,1.4832009,11.585915,-1.8284452,9.183919,1.7908517,6.127013,-4.811916,3.2585795,-2.8159108,-2.883841,-5.6523404,-2.834451,-6.44512,-2.579851,-4.8976583,-1.182783
NON AI COVER_19_23.wav,NON AI COVER,0.1390294784580499,2528.40390565941,2255.3497327252894,4881.1086018880205,-23.202738,65.6874,-28.831312,37.735596,-7.818969,11.346833,-0.6674003,0.72246826,-9.755485,-1.4467263,-1.1075277,-2.8305197,-0.48911202,5.0795155,-4.386938,-0.7094249,-10.531642,-2.7413738,-11.658262,-7.1080894
NON AI COVER_19_108.wav,NON AI COVER,0.04184126984126984,998.3624278017885,1473.6379648320262,1800.8138020833333,-145.14499,159.44505,19.667566,42.721832,2.8362167,8.003619,-2.800649,13.298715,-9.523324,4.249857,-3.0526583,-2.6452546,4.378895,6.233454,-3.0874374,3.4240432,-4.075684,-2.0584989,-7.3844757,-6.1785717
NON AI COVER_23_252.wav,NON AI COVER,0.14819954648526076,2992.935250650797,2581.59412789114,5808.980305989583,20.38522,47.430965,-11.026888,49.49177,4.3433084,8.108722,2.2555578,8.398943,5.3363748,4.915906,-0.66869456,8.083432,4.1190047,-3.477516,-5.7045197,-2.736659,-4.13535,-2.9941988,-5.436454,-3.3715732
NON AI COVER_8_218.wav,NON AI COVER,0.048263038548752836,1182.5984636520143,1786.8312593132996,2338.794962565104,-148.7611,136.78625,6.5859256,32.101322,26.396416,10.18546,10.259594,12.828059,9.394634,9.047262,-2.7528856,5.1701617,-0.7893016,7.7490506,-0.08155427,-0.60071194,1.8783506,4.5698104,0.5338047,5.633672
NON AI COVER_9_13.wav,NON AI COVER,0.058866213151927436,1571.6776822996546,1981.7635706681058,3245.9808349609375,-189.2974,124.42061,4.4755726,45.343975,18.920622,-1.4522961,-8.685508,2.2212827,-12.025965,5.7900968,-3.5611408,-4.219192,-5.8661838,-3.4251268,-2.5654647,-2.6506777,-8.579555,5.5348697,-0.8003221,-3.163734
NON AI COVER_10_83.wav,NON AI COVER,0.08961451247165533,1657.3763191852288,1798.2191138607197,3223.3011881510415,-210.19815,124.973885,-10.764543,19.824852,-25.02275,2.1130822,-1.8476466,4.7448707,-29.521591,-12.427061,-15.509559,-12.187783,-0.23053084,2.4373,-9.270804,-3.464265,-13.217602,-7.7626433,-7.742803,-6.5233417
NON AI COVER_24_145.wav,NON AI COVER,0.04134240362811791,711.6174503505549,957.6018834309659,1330.3731282552083,-242.57127,200.44864,-9.288865,25.86923,20.627272,15.172988,5.187917,-0.9224007,-12.356372,-8.168461,-9.147532,-10.466813,-2.3245401,4.7436748,12.708304,6.4221454,0.3868958,-2.0173771,-1.517621,0.8764549
NON AI COVER_12_11.wav,NON AI COVER,0.1465124716553288,2823.7783257072006,2634.572111965366,5880.3090413411455,-93.68779,70.34473,-12.421332,22.032991,4.6360664,-2.586229,-3.9274359,11.547276,-4.311562,4.476848,1.6702029,-3.1332724,-3.9511747,1.8923545,-3.3187969,4.8210077,-5.266453,2.4347885,-2.580004,0.43863022
NON AI COVER_23_245.wav,NON AI COVER,0.1560453514739229,2941.2352754221592,2500.131546907871,5557.2113037109375,-106.864944,46.281082,-17.66592,58.46887,17.928953,8.561738,3.251727,12.049628,2.4580457,2.5250301,0.8370423,0.97944456,-3.6212084,-6.716738,-8.19271,2.0239344,-2.6374059,2.2327776,-0.67793155,-3.3355372
NON AI COVER_24_110.wav,NON AI COVER,0.05556462585034014,945.0098295881385,1243.8494097814507,1677.4464925130208,-273.65784,162.9346,8.699538,17.848864,7.1769094,10.997972,-13.475101,-16.588,-6.2447376,20.828537,11.236366,3.9306827,6.3229847,16.974955,-7.1792254,-16.38317,-0.098021045,6.2511387,3.5951126,-15.5608225
NON AI COVER_23_305.wav,NON AI COVER,0.19398639455782313,3101.1217140792082,2384.4292920849075,5527.652994791667,-88.99335,38.468235,-21.486464,67.4931,12.096937,9.280698,2.2032928,12.323289,3.1319823,-0.6633086,5.355974,0.62982106,-4.75819,-3.5513713,-6.0920887,1.2409905,-5.9282417,-0.024762118,-0.17620808,-3.516702
NON AI COVER_23_32.wav,NON AI COVER,0.16398185941043084,2871.5307025493616,2401.2260729540953,5317.903645833333,-38.085247,60.550934,-27.53157,42.858456,-0.6958706,17.458937,13.724514,6.2621884,12.157928,4.006121,0.20895259,4.2786217,-3.551465,-0.282958,4.9356785,10.886302,4.474676,5.074717,-2.8003566,-0.90898854
NON AI COVER_23_193.wav,NON AI COVER,0.1674920634920635,3114.9975387203763,2538.4773035413778,5708.2427978515625,-18.11985,38.80441,-18.719784,56.47364,14.930418,14.625511,13.909889,9.088502,-3.0719137,0.16592096,1.9027174,4.463959,-3.0173504,-3.606317,-6.135093,-2.7505398,-7.5740504,-0.5335274,-3.6992629,-3.5478628
NON AI COVER_10_173.wav,NON AI COVER,0.0787392290249433,1578.3077866549474,1653.4073440470786,3210.1420084635415,-369.1165,57.928932,1.5190046,16.843513,3.0595324,3.6376922,0.8969848,2.294484,1.1517664,0.045115296,-1.4857286,7.9954867,-1.0935864,3.5758698,3.003789,1.9015511,4.5779552,5.588665,-1.3658576,0.3166717
NON AI COVER_9_97.wav,NON AI COVER,0.06234920634920635,1691.2459731602125,1965.1254724987562,3539.9688720703125,-69.249855,116.77758,-21.555294,42.26194,1.3108046,6.138732,-2.9685397,7.1661997,-10.047579,0.5694439,0.055154588,-5.3005586,-2.6813548,-0.66862434,-4.718796,1.608014,-6.949835,3.6907094,-2.0316885,0.1146585
NON AI COVER_19_167.wav,NON AI COVER,0.052081632653061226,1317.5118090646506,1760.2492396870334,2656.8583170572915,-149.3131,137.59192,5.130598,30.788986,-7.9715767,10.290181,0.5993519,5.949401,-14.192409,11.887242,1.5093471,-0.829984,-4.202507,-4.212726,-8.088478,-7.6505127,-6.6285796,4.561736,3.6909914,-3.1263194
NON AI COVER_24_194.wav,NON AI COVER,0.010993197278911565,393.25661314430704,755.2263711109953,676.3020833333334,-323.20135,195.90579,50.43548,23.08767,7.3646655,17.019716,11.524339,7.2949147,10.310314,4.6991143,0.710484,-2.6830432,1.4226538,1.8419305,-1.7590175,-0.28261602,1.6224496,8.429854,10.027617,7.950475
NON AI COVER_23_148.wav,NON AI COVER,0.12303854875283447,2775.0296223013665,2497.9439413325076,5511.5529378255205,-30.91952,58.558746,-13.735131,53.674496,8.93386,15.430938,3.729585,11.276997,-9.09294,1.9688509,1.0667791,0.11287979,-3.680617,-4.3648305,-7.936579,-4.435002,-9.100703,-3.3986223,-8.715207,-7.7847347
NON AI COVER_24_307.wav,NON AI COVER,0.09273469387755102,1630.4550899129817,1504.790536333463,2879.8665364583335,-280.70566,77.614,-43.061802,1.0996201,-17.93828,-11.842329,-9.30765,-2.9236813,-3.273608,0.40925005,-2.9847865,-1.7393106,-8.304626,-2.0297627,-5.456059,1.577818,-7.1159306,-3.618169,-5.1556363,-0.17621076
NON AI COVER_23_269.wav,NON AI COVER,0.17073922902494332,3078.321700402335,2668.49375803449,5979.4016520182295,-12.9542675,53.625027,-5.885968,44.276646,4.185117,17.709635,12.7193,8.8692875,4.26554,4.9031763,-0.8906117,8.321337,-1.1763719,-1.4644212,-0.6987989,2.1597445,-3.756833,-0.1767575,-1.2610797,2.1795669
NON AI COVER_15_79.wav,NON AI COVER,0.1454421768707483,2846.9320880324844,2567.129915954799,5684.267171223958,-123.00347,65.56173,-16.037302,11.758886,-11.473791,-0.33307654,8.808535,4.001,-12.748985,2.873451,1.4740586,2.9125397,3.1727114,1.5096141,-3.7196696,-5.944973,-9.142368,-1.8097603,-6.3089905,-3.6113648
NON AI COVER_8_220.wav,NON AI COVER,0.07863038548752835,1955.0980386480471,2407.6995007051,4105.5145263671875,-50.474617,107.17506,-1.7200758,12.52322,14.185527,0.72580177,6.0575824,4.5367017,18.81682,11.969847,-7.1042995,11.348195,-5.791116,-1.9486388,-9.35344,-6.9416533,-9.075714,-2.1773944,0.26772654,7.8978434
NON AI COVER_9_167.wav,NON AI COVER,0.06961451247165533,2076.1134128461877,2423.4206844963014,4505.3741455078125,-83.74072,92.35646,-0.46692643,27.571077,9.44619,-5.202277,-16.695457,0.71619105,-9.845561,8.660357,-5.549289,-14.558368,-6.9578724,-1.9494394,-7.817472,-4.3304605,-13.366628,1.0631129,-3.1615436,-7.95617
NON AI COVER_23_237.wav,NON AI COVER,0.14461678004535147,2815.6697995403624,2557.254450836009,5603.816731770833,60.430817,63.4451,-16.170616,38.57617,9.558984,10.090899,2.0445344,8.64398,2.2030816,6.8715887,-2.9859648,3.9219284,-0.29746076,-0.45219576,-5.0837436,-2.84602,-5.272927,-0.7120575,-3.984088,-2.1211329
NON AI COVER_8_202.wav,NON AI COVER,0.10427210884353741,2474.61014378893,2323.8455341452877,4986.73095703125,-65.75815,69.88163,-27.60942,26.132986,3.785055,20.18722,-1.6580347,3.808983,8.830979,9.607234,-0.40365326,6.9137325,9.127005,14.41961,5.8866067,9.823651,0.084076434,0.37126577,1.9638687,8.2230215
NON AI COVER_9_100.wav,NON AI COVER,0.09266213151927438,1803.7092749043097,1845.4868793745513,3442.4214680989585,-67.51187,115.158905,-41.350822,28.60541,6.594546,1.5910567,4.3746877,6.9909797,25.094576,12.666337,8.377431,-3.4265788,-12.19377,-7.085055,-11.920668,9.8632765,-6.843368,6.9459796,-2.4728656,0.10975795
